key	disposition	residue_kind	residue_target	evidence	specs	plans	ledgers	chronicles	retrospectives
chronicle-the-witness	shipped	none		published chronicle				book/src/chronicle/the-witness.md	
chronicle-the-word	shipped	none		published chronicle				book/src/chronicle/the-word.md	
plan-2026-07-05-campaign-1a-kernel	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-1a.md header records complete/merged		docs/superpowers/plans/2026-07-05-campaign-1a-kernel.md			
plan-2026-07-05-campaign-1b-cascade	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-1b.md header records complete/merged		docs/superpowers/plans/2026-07-05-campaign-1b-cascade.md			
plan-2026-07-05-campaign-2a-genesis	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-2a.md header records complete/merged		docs/superpowers/plans/2026-07-05-campaign-2a-genesis.md			
plan-2026-07-06-campaign-2b-sky-debut	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-2b.md header records complete/merged		docs/superpowers/plans/2026-07-06-campaign-2b-sky-debut.md			
plan-2026-07-06-campaign-3a-geosphere	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-06-campaign-3a-geosphere.md			
plan-2026-07-06-campaign-3b-tectonic-terrain	shipped	none		source declares chronicle close: book/src/chronicle/campaign-3b.md; header records complete/merged		docs/superpowers/plans/2026-07-06-campaign-3b-tectonic-terrain.md			
plan-2026-07-06-campaign-3c-climate-biomes	shipped	none		source declares chronicle close: book/src/chronicle/campaign-3c.md; header records complete/merged		docs/superpowers/plans/2026-07-06-campaign-3c-climate-biomes.md			
plan-2026-07-06-campaign-4a-placement-drainage	shipped	none		source declares chronicle close: book/src/chronicle/campaign-4a.md; header records complete/merged		docs/superpowers/plans/2026-07-06-campaign-4a-placement-drainage.md			
plan-2026-07-06-campaign-l0-lab	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-l0-lab.md header records complete/merged		docs/superpowers/plans/2026-07-06-campaign-l0-lab.md			
plan-2026-07-07-campaign-4b-emergent-society	shipped	none		source declares chronicle close: book/src/chronicle/campaign-4b.md; header records complete/merged		docs/superpowers/plans/2026-07-07-campaign-4b-emergent-society.md			
plan-2026-07-07-campaign-5a-the-pantheon	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-07-campaign-5a-the-pantheon.md			
plan-2026-07-07-campaign-5b-provenance-year1-close	shipped	none		source declares chronicle close: book/src/chronicle/campaign-5.md; header records complete/merged		docs/superpowers/plans/2026-07-07-campaign-5b-provenance-year1-close.md			
plan-2026-07-07-campaign-y2-0-firm-ground	shipped	none		source declares chronicle close: book/src/chronicle/campaign-y2-0.md; header records complete/merged		docs/superpowers/plans/2026-07-07-campaign-y2-0-firm-ground.md			
plan-2026-07-07-campaign-y2-1-the-peoples	shipped	none		source declares chronicle close: book/src/chronicle/campaign-y2-1.md; header records complete/merged		docs/superpowers/plans/2026-07-07-campaign-y2-1-the-peoples.md			
plan-2026-07-07-campaign-y2-2-the-eyes	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-07-campaign-y2-2-the-eyes.md			
plan-2026-07-08-audible-phonology	shipped	none		source declares chronicle close: book/src/chronicle/17-audible-phonology.md; header records complete/merged		docs/superpowers/plans/2026-07-08-audible-phonology.md			
plan-2026-07-08-campaign-y2-3-the-tongues	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-08-campaign-y2-3-the-tongues.md			
plan-2026-07-08-campaign-y2-4-the-meeting	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-08-campaign-y2-4-the-meeting.md			
plan-2026-07-09-atlas-viewer	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-09-atlas-viewer.md			
plan-2026-07-09-campaign-the-words	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-campaign-the-words.md			
plan-2026-07-09-deep-time	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-09-deep-time.md			
plan-2026-07-09-firm-ground-ii-1-moving-sky	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-firm-ground-ii-1-moving-sky.md			
plan-2026-07-09-firm-ground-ii-2-placed-observer	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-09-firm-ground-ii-2-placed-observer.md			
plan-2026-07-09-firm-ground-ii-3-the-close	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-firm-ground-ii-3-the-close.md			
plan-2026-07-09-live-orrery	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-live-orrery.md			
plan-2026-07-09-orrery-emoji	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-orrery-emoji.md			
plan-2026-07-09-png-migration	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-09-png-migration.md			
plan-2026-07-09-scene-protocol	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-09-scene-protocol.md			
plan-2026-07-09-star-chart	shipped	none		source declares chronicle close: book/src/chronicle/19-the-star-chart.md; header records complete/merged		docs/superpowers/plans/2026-07-09-star-chart.md			
plan-2026-07-09-the-measured-coast	shipped	none		source declares chronicle close: book/src/chronicle/25-the-measured-coast.md; header records complete/merged		docs/superpowers/plans/2026-07-09-the-measured-coast.md			
plan-2026-07-09-the-orrery	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-the-orrery.md			
plan-2026-07-09-the-type-audit	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-09-the-type-audit.md			
plan-2026-07-10-campaign-the-branches	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-10-campaign-the-branches.md			
plan-2026-07-10-cross-platform-float-quantization	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-10-cross-platform-float-quantization.md			
plan-2026-07-10-crust	shipped	none		source declares chronicle close: book/src/chronicle/crust.md; header records complete/merged		docs/superpowers/plans/2026-07-10-crust.md			
plan-2026-07-10-frontier-in-the-book	active	none		status header retains active work		docs/superpowers/plans/2026-07-10-frontier-in-the-book.md			
plan-2026-07-10-workflow-improvements-stage-2	shipped	none		status header records closure		docs/superpowers/plans/2026-07-10-workflow-improvements-stage-2.md			
plan-2026-07-10-workflow-improvements-stage-3	shipped	none		status header records closure		docs/superpowers/plans/2026-07-10-workflow-improvements-stage-3.md			
plan-2026-07-11-test-system-quick-wins	shipped	none		status header records closure		docs/superpowers/plans/2026-07-11-test-system-quick-wins.md			
plan-2026-07-12-domain-trait-registry	shipped	none		status header records closure		docs/superpowers/plans/2026-07-12-domain-trait-registry.md			
plan-2026-07-12-lab-performance	shipped	none		status header records closure		docs/superpowers/plans/2026-07-12-lab-performance.md			
plan-2026-07-12-remote-gate-aws	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-12-remote-gate-aws.md			
plan-2026-07-12-temperature	shipped	none		status header records closure		docs/superpowers/plans/2026-07-12-temperature.md			
plan-2026-07-12-the-datum	shipped	none		status header records closure		docs/superpowers/plans/2026-07-12-the-datum.md			
plan-2026-07-12-the-locale-window	shipped	none		source declares chronicle close: book/src/chronicle/the-locale-window.md; header records complete/merged		docs/superpowers/plans/2026-07-12-the-locale-window.md			
plan-2026-07-12-the-room-mesh	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-12-the-room-mesh.md			
plan-2026-07-13-census-as-data	shipped	none		status header records closure		docs/superpowers/plans/2026-07-13-census-as-data.md			
plan-2026-07-13-fast-gate-tiers	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-13-fast-gate-tiers.md			
plan-2026-07-13-night-sky-instrument	shipped	none		status header records closure		docs/superpowers/plans/2026-07-13-night-sky-instrument.md			
plan-2026-07-13-the-casement	shipped	none		status header records closure		docs/superpowers/plans/2026-07-13-the-casement.md			
plan-2026-07-13-the-gathering	shipped	none		source declares chronicle close: book/src/chronicle/the-gathering.md; header records complete/merged		docs/superpowers/plans/2026-07-13-the-gathering.md			
plan-2026-07-13-the-seam	shipped	none		status header records closure		docs/superpowers/plans/2026-07-13-the-seam.md			
plan-2026-07-13-the-self-describing-sky	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-13-the-self-describing-sky.md			
plan-2026-07-13-the-uncommon-ground	shipped	none		status header records closure		docs/superpowers/plans/2026-07-13-the-uncommon-ground.md			
plan-2026-07-14-bio2-life-history-allometry	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-14-bio2-life-history-allometry.md			
plan-2026-07-14-campaign-autopilot	shipped	none		status header records closure		docs/superpowers/plans/2026-07-14-campaign-autopilot.md			
plan-2026-07-14-eclipse-seasons	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-14-eclipse-seasons.md			
plan-2026-07-14-goldengrove	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-14-goldengrove.md			
plan-2026-07-14-sculpting	shipped	none		source declares chronicle close: book/src/chronicle/sculpting.md; header records complete/merged		docs/superpowers/plans/2026-07-14-sculpting.md			
plan-2026-07-14-single-craton-hypsometry	shipped	none		source declares chronicle close: book/src/chronicle/single-craton-hypsometry.md; header records complete/merged		docs/superpowers/plans/2026-07-14-single-craton-hypsometry.md			
plan-2026-07-14-the-coexistence-stack	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-14-the-coexistence-stack.md			
plan-2026-07-14-the-ground	active	none		no direct terminal closure citation in record		docs/superpowers/plans/2026-07-14-the-ground.md			
plan-2026-07-14-the-helm	active	none		status header retains active work		docs/superpowers/plans/2026-07-14-the-helm.md			
plan-2026-07-14-the-long-count	shipped	none		status header records closure		docs/superpowers/plans/2026-07-14-the-long-count.md			
plan-2026-07-14-the-niche	shipped	none		status header records closure		docs/superpowers/plans/2026-07-14-the-niche.md			
plan-2026-07-14-the-seam-ecs-campaign-1	shipped	none		source declares chronicle close: book/src/chronicle/the-seam.md; header records complete/merged		docs/superpowers/plans/2026-07-14-the-seam-ecs-campaign-1.md			
plan-2026-07-14-the-speakable	shipped	none		source declares chronicle close: book/src/chronicle/the-speakable.md; header records complete/merged		docs/superpowers/plans/2026-07-14-the-speakable.md			
plan-2026-07-15-kindid-ecs-campaign-2	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-15-kindid-ecs-campaign-2.md			
plan-2026-07-16-rift-and-fit	shipped	none		source declares chronicle close: book/src/chronicle/rift-and-fit.md; header records complete/merged		docs/superpowers/plans/2026-07-16-rift-and-fit.md			
plan-2026-07-16-species-dissolve-ecs-campaign-3	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-16-species-dissolve-ecs-campaign-3.md			
plan-2026-07-16-the-faces	shipped	none		status header records closure		docs/superpowers/plans/2026-07-16-the-faces.md			
plan-2026-07-16-the-isotherm	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-16-the-isotherm.md			
plan-2026-07-16-the-named	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-16-the-named.md			
plan-2026-07-16-the-reckoning	shipped	none		status header records closure		docs/superpowers/plans/2026-07-16-the-reckoning.md			
plan-2026-07-16-the-region	shipped	none		status header records closure		docs/superpowers/plans/2026-07-16-the-region.md			
plan-2026-07-16-the-terminator	shipped	none		status header records closure		docs/superpowers/plans/2026-07-16-the-terminator.md			
plan-2026-07-17-the-first-sentence	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-first-sentence.md			
plan-2026-07-17-the-individuation	shipped	none		status header records closure		docs/superpowers/plans/2026-07-17-the-individuation.md			
plan-2026-07-17-the-ordination	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-ordination.md			
plan-2026-07-17-the-predicates-and-the-grammar	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-predicates-and-the-grammar.md			
plan-2026-07-17-the-presiding	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-presiding.md			
plan-2026-07-17-the-query-engine-ecs-campaign-4	shipped	none		status header records closure		docs/superpowers/plans/2026-07-17-the-query-engine-ecs-campaign-4.md			
plan-2026-07-17-the-real-sky	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-real-sky.md			
plan-2026-07-17-the-wandering-sun	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-17-the-wandering-sun.md			
plan-2026-07-18-diurnal-temperature	shipped	none		status header records closure		docs/superpowers/plans/2026-07-18-diurnal-temperature.md			
plan-2026-07-18-the-chorus	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-chorus.md			
plan-2026-07-18-the-correspondence-plan	shipped	none		status header records closure		docs/superpowers/plans/2026-07-18-the-correspondence-plan.md			
plan-2026-07-18-the-echo	active	none		status header retains active work		docs/superpowers/plans/2026-07-18-the-echo.md			
plan-2026-07-18-the-elements-plan	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-elements-plan.md			
plan-2026-07-18-the-explanations	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-explanations.md			
plan-2026-07-18-the-foresight	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-foresight.md			
plan-2026-07-18-the-freshet	shipped	none		source declares chronicle close: book/src/chronicle/the-freshet.md; header records complete/merged		docs/superpowers/plans/2026-07-18-the-freshet.md			
plan-2026-07-18-the-quickening	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-quickening.md			
plan-2026-07-18-the-shadow-track	shipped	none		status header records closure		docs/superpowers/plans/2026-07-18-the-shadow-track.md			
plan-2026-07-18-the-surmise	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-surmise.md			
plan-2026-07-18-the-tongues	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-tongues.md			
plan-2026-07-18-the-wanting	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-18-the-wanting.md			
plan-2026-07-19-cloud-shell	shipped	none		status header records closure		docs/superpowers/plans/2026-07-19-cloud-shell.md			
plan-2026-07-19-ocean-currents	shipped	none		status header records closure		docs/superpowers/plans/2026-07-19-ocean-currents.md			
plan-2026-07-19-precipitation	shipped	none		status header records closure		docs/superpowers/plans/2026-07-19-precipitation.md			
plan-2026-07-19-the-confluence	shipped	none		source declares chronicle close: book/src/chronicle/the-confluence.md; header records complete/merged		docs/superpowers/plans/2026-07-19-the-confluence.md			
plan-2026-07-19-the-deep-grammar	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-19-the-deep-grammar.md			
plan-2026-07-19-the-demesne	shipped	none		source declares chronicle close: book/src/chronicle/the-demesne.md; header records complete/merged		docs/superpowers/plans/2026-07-19-the-demesne.md			
plan-2026-07-19-the-diachronic-book	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-19-the-diachronic-book.md			
plan-2026-07-19-the-doctrine	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-19-the-doctrine.md			
plan-2026-07-19-the-local-census-plan	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-19-the-local-census-plan.md			
plan-2026-07-19-the-temperament-plan	shipped	none		status header records closure		docs/superpowers/plans/2026-07-19-the-temperament-plan.md			
plan-2026-07-19-the-vessel-stitch	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-19-the-vessel-stitch.md			
plan-2026-07-19-weather	shipped	none		status header records closure		docs/superpowers/plans/2026-07-19-weather.md			
plan-2026-07-20-few-and-many	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-few-and-many.md			
plan-2026-07-20-orrery-performance	shipped	none		status header records closure		docs/superpowers/plans/2026-07-20-orrery-performance.md			
plan-2026-07-20-the-cartographer	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-cartographer.md			
plan-2026-07-20-the-cartographer-transition	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-cartographer-transition.md			
plan-2026-07-20-the-consonance	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-consonance.md			
plan-2026-07-20-the-corrigendum	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-corrigendum.md			
plan-2026-07-20-the-idioms	shipped	none		status header records closure		docs/superpowers/plans/2026-07-20-the-idioms.md			
plan-2026-07-20-the-living-community	shipped	none		status header records closure		docs/superpowers/plans/2026-07-20-the-living-community.md			
plan-2026-07-20-the-residue	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-residue.md			
plan-2026-07-20-the-sounding	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-20-the-sounding.md			
plan-2026-07-21-proc-17-stream-labels	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-21-proc-17-stream-labels.md			
plan-2026-07-21-proc-18-stream-labels-macro	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-proc-18-stream-labels-macro.md			
plan-2026-07-21-the-alarm	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-the-alarm.md			
plan-2026-07-21-the-assay	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-21-the-assay.md			
plan-2026-07-21-the-connection-graph	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-21-the-connection-graph.md			
plan-2026-07-21-the-diorama	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-the-diorama.md			
plan-2026-07-21-the-freshwater	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-21-the-freshwater.md			
plan-2026-07-21-the-massing	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-the-massing.md			
plan-2026-07-21-the-overworld	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-the-overworld.md			
plan-2026-07-21-the-tidings	shipped	none		status header records closure		docs/superpowers/plans/2026-07-21-the-tidings.md			
plan-2026-07-21-the-vantage	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-21-the-vantage.md			
plan-2026-07-22-proc-12-regenerate-on-conflict	shipped	none		status header records closure		docs/superpowers/plans/2026-07-22-proc-12-regenerate-on-conflict.md			
plan-2026-07-22-proc-19-history-stream-labels	shipped	none		status header records closure		docs/superpowers/plans/2026-07-22-proc-19-history-stream-labels.md			
plan-2026-07-22-the-cloister-mind-society-split	active	none		status header retains active work		docs/superpowers/plans/2026-07-22-the-cloister-mind-society-split.md			
plan-2026-07-22-the-deep	shipped	none		source declares chronicle close: book/src/chronicle/the-deep.md; header records complete/merged		docs/superpowers/plans/2026-07-22-the-deep.md			
plan-2026-07-22-the-eremite	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-22-the-eremite.md			
plan-2026-07-22-the-first-mark	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-22-the-first-mark.md			
plan-2026-07-22-the-haunt	shipped	none		status header records closure		docs/superpowers/plans/2026-07-22-the-haunt.md			
plan-2026-07-22-the-lode	shipped	none		source declares chronicle close: book/src/chronicle/the-lode.md; header records complete/merged		docs/superpowers/plans/2026-07-22-the-lode.md			
plan-2026-07-22-the-phantom	shipped	none		status header records closure		docs/superpowers/plans/2026-07-22-the-phantom.md			
plan-2026-07-22-the-solitary-tongue	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-22-the-solitary-tongue.md			
plan-2026-07-22-the-sundering	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-22-the-sundering.md			
plan-2026-07-22-the-tumult	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-22-the-tumult.md			
plan-2026-07-23-the-bearing	shipped	none		source declares chronicle close: book/src/chronicle/the-bearing.md; header records complete/merged		docs/superpowers/plans/2026-07-23-the-bearing.md			
plan-2026-07-23-the-excursion	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-23-the-excursion.md			
plan-2026-07-23-the-lookup	shipped	none		source declares chronicle close: book/src/chronicle/the-lookup.md; header records complete/merged		docs/superpowers/plans/2026-07-23-the-lookup.md			
plan-2026-07-23-the-retainer	shipped	none		source declares chronicle close: book/src/chronicle/the-retainer.md; header records complete/merged		docs/superpowers/plans/2026-07-23-the-retainer.md			
plan-2026-07-23-the-vestige	shipped	none		source declares chronicle close: book/src/chronicle/the-vestige.md; header records complete/merged		docs/superpowers/plans/2026-07-23-the-vestige.md			
plan-2026-07-24-the-purview	shipped	none		status header records closure		docs/superpowers/plans/2026-07-24-the-purview.md			
plan-2026-07-24-the-selvage	shipped	none		status header records closure		docs/superpowers/plans/2026-07-24-the-selvage.md			
plan-2026-07-24-the-shudder	shipped	none		status header records closure		docs/superpowers/plans/2026-07-24-the-shudder.md			
plan-2026-07-24-the-vigil	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-24-the-vigil.md			
plan-2026-07-25-the-hearth	shipped	none		status header records closure		docs/superpowers/plans/2026-07-25-the-hearth.md			
plan-2026-07-25-the-snapshot	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-25-the-snapshot.md			
plan-2026-07-25-the-threshold	shipped	none		status header records closure		docs/superpowers/plans/2026-07-25-the-threshold.md			
plan-2026-07-26-the-action-clock	shipped	none		status header records closure		docs/superpowers/plans/2026-07-26-the-action-clock.md			
plan-2026-07-26-the-convalescence	shipped	none		status header records closure		docs/superpowers/plans/2026-07-26-the-convalescence.md			
plan-2026-07-26-the-reagent	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-26-the-reagent.md			
plan-2026-07-26-the-tithe	shipped	none		status header records closure		docs/superpowers/plans/2026-07-26-the-tithe.md			
plan-2026-07-26-the-vacancy	active	none		status header retains active work		docs/superpowers/plans/2026-07-26-the-vacancy.md			
plan-2026-07-26-the-waterline	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-26-the-waterline.md			
plan-2026-07-27-the-hoist	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-27-the-hoist.md			
plan-2026-07-27-the-lintel	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-27-the-lintel.md			
plan-2026-07-27-the-occlusion	shipped	none		status header records closure		docs/superpowers/plans/2026-07-27-the-occlusion.md			
plan-2026-07-27-the-shelf-mark	shipped	none		status header records closure		docs/superpowers/plans/2026-07-27-the-shelf-mark.md			
plan-2026-07-27-the-turnstile	active	none		status header retains active work		docs/superpowers/plans/2026-07-27-the-turnstile.md			
plan-2026-07-27-the-wearing	shipped	none		status header records closure		docs/superpowers/plans/2026-07-27-the-wearing.md			
plan-2026-07-28-the-blocking	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-28-the-blocking.md			
plan-2026-07-28-the-cistern	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-28-the-cistern.md			
plan-2026-07-28-the-formations	shipped	none		status header records closure		docs/superpowers/plans/2026-07-28-the-formations.md			
plan-2026-07-28-the-sextant	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-28-the-sextant.md			
plan-2026-07-28-the-shoal	shipped	none		status header records closure		docs/superpowers/plans/2026-07-28-the-shoal.md			
plan-2026-07-29-the-contour	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-29-the-contour.md			
plan-2026-07-29-the-siding	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-29-the-siding.md			
plan-2026-07-29-the-timekeeper	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-29-the-timekeeper.md			
plan-2026-07-29-the-winnowing	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-29-the-winnowing.md			
plan-2026-07-30-the-pigment	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-30-the-pigment.md			
plan-2026-07-30-the-pyx	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-30-the-pyx.md			
plan-2026-07-30-the-shuttle	active	none		status header retains active work		docs/superpowers/plans/2026-07-30-the-shuttle.md			
plan-2026-07-30-the-twin	active	none		status header retains active work		docs/superpowers/plans/2026-07-30-the-twin.md			
plan-2026-07-30-the-witness	shipped	none		status header records closure		docs/superpowers/plans/2026-07-30-the-witness.md			
plan-2026-07-31-the-repertoire	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-31-the-repertoire.md			
plan-2026-07-31-the-vernacular-part-1-the-referent-contract	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-31-the-vernacular-part-1-the-referent-contract.md			
plan-2026-07-31-the-vernacular-part-2-honest-manifests	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-31-the-vernacular-part-2-honest-manifests.md			
plan-2026-07-31-the-waymark	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-07-31-the-waymark.md			
plan-2026-07-31-the-weir	active	none		status header retains active work		docs/superpowers/plans/2026-07-31-the-weir.md			
plan-2026-08-01-the-particular	shipped	none		source declares chronicle close: book/src/chronicle/the-particular.md; header records complete/merged		docs/superpowers/plans/2026-08-01-the-particular.md			
plan-2026-08-01-the-scaffold	shipped	none		source declares chronicle close: book/src/chronicle/the-scaffold.md; header records complete/merged		docs/superpowers/plans/2026-08-01-the-scaffold.md			
plan-2026-08-02-the-namesake	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-02-the-namesake.md			
plan-2026-08-02-the-vernacular-part-3a-star-class	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-02-the-vernacular-part-3a-star-class.md			
plan-2026-08-03-the-generalist	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-03-the-generalist.md			
plan-2026-08-03-the-manikin	shipped	none		status header records closure		docs/superpowers/plans/2026-08-03-the-manikin.md			
plan-2026-08-03-the-mire	shipped	none		status header records closure		docs/superpowers/plans/2026-08-03-the-mire.md			
plan-2026-08-03-the-salt	shipped	none		source declares chronicle close: book/src/chronicle/the-salt.md; header records complete/merged		docs/superpowers/plans/2026-08-03-the-salt.md			
plan-2026-08-03-the-vernacular-part-3b-render-downstream	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-03-the-vernacular-part-3b-render-downstream.md			
plan-2026-08-04-the-fare	shipped	none		status header records closure		docs/superpowers/plans/2026-08-04-the-fare.md			
plan-2026-08-04-the-tolerance	shipped	none		status header records closure		docs/superpowers/plans/2026-08-04-the-tolerance.md			
plan-2026-08-05-the-deep-realm	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-05-the-deep-realm.md			
plan-2026-08-05-the-hollow	shipped	none		status header records closure		docs/superpowers/plans/2026-08-05-the-hollow.md			
plan-2026-08-06-corpus-two-and-the-matrix	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-corpus-two-and-the-matrix.md			
plan-2026-08-06-the-benchmark	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-benchmark.md			
plan-2026-08-06-the-handle	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-handle.md			
plan-2026-08-06-the-long-age	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-long-age.md			
plan-2026-08-06-the-panes	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-panes.md			
plan-2026-08-06-the-sighting	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-sighting.md			
plan-2026-08-06-the-warren	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-06-the-warren.md			
plan-2026-08-07-the-assay	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-07-the-assay.md			
plan-2026-08-07-the-beholding	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-07-the-beholding.md			
plan-2026-08-07-the-delvers	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-07-the-delvers.md			
plan-2026-08-07-the-lantern	shipped	none		status header records closure		docs/superpowers/plans/2026-08-07-the-lantern.md			
plan-2026-08-08-the-assize	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-08-the-assize.md			
plan-2026-08-08-the-digest	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-08-the-digest.md			
plan-2026-08-08-the-domesday	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-08-the-domesday.md			
